1,2016-01-22-46,10.0
1,2016-01-22-58,8.0
1,2016-01-22-70,5.0
1,2016-01-22-82,5.0
1,2016-01-22-94,5.0
1,2016-01-22-106,15.0
1,2016-01-22-118,7.0
1,2016-01-22-130,8.0
1,2016-01-22-142,9.0
1,2016-01-24-58,5.0
1,2016-01-24-70,7.0
1,2016-01-24-82,8.0
1,2016-01-24-94,9.0
1,2016-01-24-106,12.0
1,2016-01-24-118,9.0
1,2016-01-24-130,8.0
1,2016-01-24-142,14.0
1,2016-01-26-46,8.0
1,2016-01-26-58,9.0
1,2016-01-26-70,8.0
1,2016-01-26-82,6.0
1,2016-01-26-94,6.0
1,2016-01-26-106,7.0
1,2016-01-26-118,6.0
1,2016-01-26-130,6.0
1,2016-01-26-142,4.0
1,2016-01-28-58,5.0
1,2016-01-28-70,4.0
1,2016-01-28-82,4.0
1,2016-01-28-94,6.0
1,2016-01-28-106,9.0
1,2016-01-28-118,7.0
1,2016-01-28-130,6.0
1,2016-01-28-142,23.0
1,2016-01-30-46,27.0
1,2016-01-30-58,4.0
1,2016-01-30-70,5.0
1,2016-01-30-82,5.0
1,2016-01-30-94,5.0
1,2016-01-30-106,8.0
1,2016-01-30-118,7.0
1,2016-01-30-130,6.0
1,2016-01-30-142,11.0
2,2016-01-22-46,1.0
2,2016-01-22-58,1.0
2,2016-01-22-70,1.0
2,2016-01-22-82,1.0
2,2016-01-22-94,1.0
2,2016-01-22-106,3.0
2,2016-01-22-118,2.0
2,2016-01-22-130,1.0
2,2016-01-22-142,1.0
2,2016-01-24-58,0.0
2,2016-01-24-70,1.0
2,2016-01-24-82,2.0
2,2016-01-24-94,2.0
2,2016-01-24-106,4.0
2,2016-01-24-118,3.0
2,2016-01-24-130,1.0
2,2016-01-24-142,1.0
2,2016-01-26-46,1.0
2,2016-01-26-58,1.0
2,2016-01-26-70,1.0
2,2016-01-26-82,2.0
2,2016-01-26-94,2.0
2,2016-01-26-106,2.0
2,2016-01-26-118,1.0
2,2016-01-26-130,1.0
2,2016-01-26-142,1.0
2,2016-01-28-58,1.0
2,2016-01-28-70,0.0
2,2016-01-28-82,0.0
2,2016-01-28-94,1.0
2,2016-01-28-106,1.0
2,2016-01-28-118,1.0
2,2016-01-28-130,1.0
2,2016-01-28-142,0.0
2,2016-01-30-46,0.0
2,2016-01-30-58,0.0
2,2016-01-30-70,1.0
2,2016-01-30-82,1.0
2,2016-01-30-94,1.0
2,2016-01-30-106,1.0
2,2016-01-30-118,1.0
2,2016-01-30-130,1.0
2,2016-01-30-142,1.0
3,2016-01-22-46,1.0
3,2016-01-22-58,2.0
3,2016-01-22-70,3.0
3,2016-01-22-82,1.0
3,2016-01-22-94,1.0
3,2016-01-22-106,2.0
3,2016-01-22-118,1.0
3,2016-01-22-130,0.0
3,2016-01-22-142,1.0
3,2016-01-24-58,2.0
3,2016-01-24-70,2.0
3,2016-01-24-82,2.0
3,2016-01-24-94,1.0
3,2016-01-24-106,1.0
3,2016-01-24-118,1.0
3,2016-01-24-130,1.0
3,2016-01-24-142,2.0
3,2016-01-26-46,1.0
3,2016-01-26-58,3.0
3,2016-01-26-70,3.0
3,2016-01-26-82,2.0
3,2016-01-26-94,1.0
3,2016-01-26-106,1.0
3,2016-01-26-118,0.0
3,2016-01-26-130,1.0
3,2016-01-26-142,0.0
3,2016-01-28-58,1.0
3,2016-01-28-70,2.0
3,2016-01-28-82,1.0
3,2016-01-28-94,1.0
3,2016-01-28-106,1.0
3,2016-01-28-118,0.0
3,2016-01-28-130,2.0
3,2016-01-28-142,0.0
3,2016-01-30-46,1.0
3,2016-01-30-58,1.0
3,2016-01-30-70,1.0
3,2016-01-30-82,2.0
3,2016-01-30-94,1.0
3,2016-01-30-106,1.0
3,2016-01-30-118,1.0
3,2016-01-30-130,1.0
3,2016-01-30-142,0.0
4,2016-01-22-46,6.0
4,2016-01-22-58,65.0
4,2016-01-22-70,12.0
4,2016-01-22-82,16.0
4,2016-01-22-94,7.0
4,2016-01-22-106,13.0
4,2016-01-22-118,18.0
4,2016-01-22-130,7.0
4,2016-01-22-142,1.0
4,2016-01-24-58,4.0
4,2016-01-24-70,14.0
4,2016-01-24-82,16.0
4,2016-01-24-94,7.0
4,2016-01-24-106,4.0
4,2016-01-24-118,5.0
4,2016-01-24-130,16.0
4,2016-01-24-142,2.0
4,2016-01-26-46,11.0
4,2016-01-26-58,69.0
4,2016-01-26-70,13.0
4,2016-01-26-82,14.0
4,2016-01-26-94,4.0
4,2016-01-26-106,3.0
4,2016-01-26-118,3.0
4,2016-01-26-130,10.0
4,2016-01-26-142,2.0
4,2016-01-28-58,66.0
4,2016-01-28-70,4.0
4,2016-01-28-82,8.0
4,2016-01-28-94,6.0
4,2016-01-28-106,4.0
4,2016-01-28-118,12.0
4,2016-01-28-130,24.0
4,2016-01-28-142,2.0
4,2016-01-30-46,8.0
4,2016-01-30-58,3.0
4,2016-01-30-70,7.0
4,2016-01-30-82,9.0
4,2016-01-30-94,9.0
4,2016-01-30-106,3.0
4,2016-01-30-118,3.0
4,2016-01-30-130,6.0
4,2016-01-30-142,2.0
5,2016-01-22-46,0.0
5,2016-01-22-58,2.0
5,2016-01-22-70,2.0
5,2016-01-22-82,1.0
5,2016-01-22-94,1.0
5,2016-01-22-106,0.0
5,2016-01-22-118,1.0
5,2016-01-22-130,0.0
5,2016-01-22-142,0.0
5,2016-01-24-58,1.0
5,2016-01-24-70,3.0
5,2016-01-24-82,4.0
5,2016-01-24-94,1.0
5,2016-01-24-106,1.0
5,2016-01-24-118,0.0
5,2016-01-24-130,0.0
5,2016-01-24-142,1.0
5,2016-01-26-46,1.0
5,2016-01-26-58,2.0
5,2016-01-26-70,2.0
5,2016-01-26-82,2.0
5,2016-01-26-94,1.0
5,2016-01-26-106,1.0
5,2016-01-26-118,0.0
5,2016-01-26-130,0.0
5,2016-01-26-142,0.0
5,2016-01-28-58,3.0
5,2016-01-28-70,1.0
5,2016-01-28-82,1.0
5,2016-01-28-94,0.0
5,2016-01-28-106,1.0
5,2016-01-28-118,1.0
5,2016-01-28-130,0.0
5,2016-01-28-142,0.0
5,2016-01-30-46,1.0
5,2016-01-30-58,2.0
5,2016-01-30-70,1.0
5,2016-01-30-82,2.0
5,2016-01-30-94,1.0
5,2016-01-30-106,0.0
5,2016-01-30-118,0.0
5,2016-01-30-130,0.0
5,2016-01-30-142,0.0
6,2016-01-22-46,7.0
6,2016-01-22-58,30.0
6,2016-01-22-70,13.0
6,2016-01-22-82,15.0
6,2016-01-22-94,3.0
6,2016-01-22-106,1.0
6,2016-01-22-118,1.0
6,2016-01-22-130,1.0
6,2016-01-22-142,1.0
6,2016-01-24-58,11.0
6,2016-01-24-70,8.0
6,2016-01-24-82,7.0
6,2016-01-24-94,2.0
6,2016-01-24-106,2.0
6,2016-01-24-118,1.0
6,2016-01-24-130,1.0
6,2016-01-24-142,1.0
6,2016-01-26-46,12.0
6,2016-01-26-58,32.0
6,2016-01-26-70,7.0
6,2016-01-26-82,3.0
6,2016-01-26-94,1.0
6,2016-01-26-106,3.0
6,2016-01-26-118,1.0
6,2016-01-26-130,1.0
6,2016-01-26-142,0.0
6,2016-01-28-58,25.0
6,2016-01-28-70,5.0
6,2016-01-28-82,6.0
6,2016-01-28-94,2.0
6,2016-01-28-106,1.0
6,2016-01-28-118,1.0
6,2016-01-28-130,1.0
6,2016-01-28-142,1.0
6,2016-01-30-46,6.0
6,2016-01-30-58,4.0
6,2016-01-30-70,6.0
6,2016-01-30-82,3.0
6,2016-01-30-94,4.0
6,2016-01-30-106,2.0
6,2016-01-30-118,1.0
6,2016-01-30-130,1.0
6,2016-01-30-142,3.0
7,2016-01-22-46,47.0
7,2016-01-22-58,12.0
7,2016-01-22-70,5.0
7,2016-01-22-82,69.0
7,2016-01-22-94,144.0
7,2016-01-22-106,410.0
7,2016-01-22-118,56.0
7,2016-01-22-130,149.0
7,2016-01-22-142,7.0
7,2016-01-24-58,19.0
7,2016-01-24-70,22.0
7,2016-01-24-82,33.0
7,2016-01-24-94,16.0
7,2016-01-24-106,24.0
7,2016-01-24-118,17.0
7,2016-01-24-130,34.0
7,2016-01-24-142,8.0
7,2016-01-26-46,95.0
7,2016-01-26-58,57.0
7,2016-01-26-70,36.0
7,2016-01-26-82,86.0
7,2016-01-26-94,82.0
7,2016-01-26-106,262.0
7,2016-01-26-118,67.0
7,2016-01-26-130,93.0
7,2016-01-26-142,6.0
7,2016-01-28-58,41.0
7,2016-01-28-70,24.0
7,2016-01-28-82,39.0
7,2016-01-28-94,72.0
7,2016-01-28-106,211.0
7,2016-01-28-118,90.0
7,2016-01-28-130,122.0
7,2016-01-28-142,18.0
7,2016-01-30-46,16.0
7,2016-01-30-58,10.0
7,2016-01-30-70,44.0
7,2016-01-30-82,69.0
7,2016-01-30-94,58.0
7,2016-01-30-106,62.0
7,2016-01-30-118,10.0
7,2016-01-30-130,46.0
7,2016-01-30-142,5.0
8,2016-01-22-46,332.0
8,2016-01-22-58,147.0
8,2016-01-22-70,61.0
8,2016-01-22-82,111.0
8,2016-01-22-94,82.0
8,2016-01-22-106,361.0
8,2016-01-22-118,29.0
8,2016-01-22-130,190.0
